"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/18/2012","Pharm Cabridain Leucate","Pharm Cabridain Leucate Fr DaPharm Cabridain Leucate Fr Date 07/17/12 0      2199962583     6 5912","21.55","debit","Uncategorized","Visa Platinum","",""
"7/18/2012","Advance International Servicadvance","Advance  International ServicAdvance  International Service Assessment Fee Date 07/17/12","0.43","debit","Fees & Charges","Visa Platinum","",""
"7/18/2012","Net 6","Sdccd Net 619-3886900 Ca DateSdccd Net 619-3886900 Ca Date 07/17/12 0      2199658814     4 8220","468.00","debit","Printing","Visa Platinum","",""
"7/17/2012","San Diego Gas And Electric","Withdrawal SD GAS ELEC Id: 59Withdrawal SD GAS ELEC Id: 5951184800  Co: Sd Gas Elec","149.89","debit","Utilities","Classic Checking","",""
"7/16/2012","Vons","VONS     Store  2116SAN DIEGOGROCERY STORE 320121980142105908","11.45","debit","Groceries","Delta SkyMiles","",""
"7/16/2012","Shack Bar & Grill","THE SHACK BAR & GRILLA JOLLA10156320120 8584545280 320121980148917661","38.13","debit","Restaurants","Delta SkyMiles","",""
"7/16/2012","CVS","CVS #9538 09538     SAN DIEGO00015577    DRUG STORE/PHARMACY 320121980142105907","20.99","debit","Pharmacy","Delta SkyMiles","",""
"7/16/2012","Vons Fuel","VONS FUEL         46SAN DIEGOAUTO FUEL DISPENSER 320121980142105909","53.50","debit","Gas & Fuel","Delta SkyMiles","",""
"7/16/2012","Rock N Park","ROCK N PARK         SAN DIEGO513888      LODGING 320121980142105910","40.00","debit","Uncategorized","Delta SkyMiles","",""
"7/16/2012","Trader Joe's","TRADER JOE'S #021  QSAN DIEGO0094341     626-599-3700 320121980142105911","25.24","debit","Groceries","Delta SkyMiles","",""
"7/16/2012","Transfer to Delta SkyMiles","Withdrawal AMEX EPayment Id:Withdrawal AMEX EPayment Id: 0005000040  Co: Amex Epayment","3668.84","debit","Credit Card Payment","Classic Checking","",""
"7/15/2012","Transfer from Classic Checking","AUTOPAY PAYMENT - THANK YOU 320121970130659632","3668.84","credit","Credit Card Payment","Delta SkyMiles","",""
"7/15/2012","Quality Markets","QUALITY MARKET - SANSAN DIEGO636250      MISC FOOD STORE 320121970130659634","13.65","debit","Groceries","Delta SkyMiles","",""
"7/15/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00044653    DRUG STORE/PHARMACY 320121970130659631","14.00","debit","Pharmacy","Delta SkyMiles","",""
"7/15/2012","Phil's BBQ","PHIL'S BBQ          SAN DIEGO9241736     RESTAURANT 320121970130659633","23.53","debit","Restaurants","Delta SkyMiles","",""
"7/15/2012","Withdrawal ATM Atmwithdrawal","Withdrawal at ATM #526129 ATMWithdrawal at ATM #526129 ATM Port Leucate 004712200902952 Port Leuc","122.56","debit","Cash & ATM","Classic Checking","",""
"7/15/2012","ATM Fee","ATM Fee International ServiceATM Fee International Service Assessment Fee","2.45","debit","ATM Fee","Classic Checking","",""
"7/15/2012","ATM Fee","ATM Fee ATM Port Leucate 0047ATM Fee ATM Port Leucate 004712200902952 Port Leuc","3.00","debit","ATM Fee","Classic Checking","",""
"7/15/2012","Ace's","A.C.E.S.A Fronter-Gran BarcelonaA.C.E.S.A Fronter-Gran Barcelona Es Date 07/12/12 0      2194986247     8 4784","15.26","debit","Alcohol & Bars","Visa Platinum","",""
"7/15/2012","Advance International Servicadvance","Advance  International ServicAdvance  International Service Assessment Fee Date 07/12/12","0.31","debit","Fees & Charges","Visa Platinum","",""
"7/15/2012","Autoroute Du Sud","Autoroute Du Sud 84967 Fr DatAutoroute Du Sud 84967 Fr Date 07/12/12 0      2194832333     8 4784","3.55","debit","Uncategorized","Visa Platinum","",""
"7/15/2012","Advance International Servicadvance","Advance  International ServicAdvance  International Service Assessment Fee Date 07/12/12","0.07","debit","Fees & Charges","Visa Platinum","",""
"7/14/2012","Withdrawal ATM Atmwithdrawal","Withdrawal at ATM #009523 ATMWithdrawal at ATM #009523 ATM San Diego County Cu D029-1650a Garnet","200.00","debit","Cash & ATM","Classic Checking","",""
"7/13/2012","Foreign Transaction Fee","FOREIGN TRANSACTION FEECARREFOUR,FR240,FRA0PERPIGNAN CLAIRA    PY 820121950105001424","0.92","debit","Service Fee","Delta SkyMiles","",""
"7/13/2012","Bar Celona","ZARA (218)          BARCELONA3741        MISC APPAREL STORE 320121950105001425","28.12","debit","Restaurants","Delta SkyMiles","",""
"7/13/2012","Daphnes La Jolla","DAPHNES LA JOLLA 102LA JOLLA8586236940 320121950105001426","7.53","debit","Fast Food","Delta SkyMiles","",""
"7/13/2012","Carrefour Fr Fra","CARREFOUR,FR240,FRA0PERPIGNAN C06528301400 468644242 320121950105001424","34.12","debit","Uncategorized","Delta SkyMiles","",""
"7/13/2012","Foreign Transaction Fee","FOREIGN TRANSACTION FEEZARA (218)          BARCELONA           BA 820121950105001425","0.75","debit","Service Fee","Delta SkyMiles","",""
"7/13/2012","Deposit Systran Software","Deposit SYSTRAN SOFTWARE Id:Deposit SYSTRAN SOFTWARE Id: 9111111101  Co: Systran Software","3806.32","credit","Income","Classic Checking","",""
"7/12/2012","CVS","GARFIELD BEACH CVS 9LA JOLLA00126361    DRUG STORE/PHARMACY 320121940092037303","13.46","debit","Pharmacy","Delta SkyMiles","",""
"7/12/2012","Iberia U Central","IBERIA       U      CENTRAL079177      AIRLINE/AIR CARRIER 320121940092037301","19.33","credit","Credit Card Payment","Delta SkyMiles","",""
"7/12/2012","Ticketsocket","TICKETSOCKET INC    8886337105341981733   8886337105 320121940092037302","28.80","debit","Entertainment","Delta SkyMiles","",""
"7/12/2012","Whole Foods","WHOLEFDS LAJ 10066 08586426700042101120038586426700 320121940092037304","3.23","debit","Groceries","Delta SkyMiles","",""
"7/11/2012","Abbey's Real Texas BBQ","ABBEY'S REAL TEXAS BSAN DIEGO262000020   8585662333 320121930079093566","12.63","debit","Food & Dining","Delta SkyMiles","",""
"7/11/2012","Foreign Transaction Fee","FOREIGN TRANSACTION FEEIBERIA      CUB     PARIS    FR         FR 820121930079093563","10.62","debit","Service Fee","Delta SkyMiles","",""
"7/11/2012","Iberia Cub Paris","IBERIA      CUB     PARIS    FR077076      HTTP://WWW.IBERIA.COM 320121930079093563","393.45","debit","Uncategorized","Delta SkyMiles","",""
"7/11/2012","Netflix","NETFLIX NONE        LOS GATOS2415212073  NONE 320121930079093565","20.91","debit","Movies & DVDs","Delta SkyMiles","",""
"7/11/2012","Rubio's","RUBIO'S #0271 000000LA JOLLA000005399   7606023689 320121930079093564","3.23","debit","Fast Food","Delta SkyMiles","",""
"7/11/2012","AAA","Withdrawal AAA INSURANCE-TL IWithdrawal AAA INSURANCE-TL Id: 1950865765  Co: Aaa Insurance-Tl","65.94","debit","Auto Insurance","Classic Checking","",""
"7/11/2012","Withdrawal ATM Atmwithdrawal","Withdrawal at ATM #746778 ATMWithdrawal at ATM #746778 ATM Bnp Perpignan Perpignan Fr","123.23","debit","Cash & ATM","Classic Checking","",""
"7/11/2012","ATM Fee","ATM Fee International ServiceATM Fee International Service Assessment Fee","2.46","debit","ATM Fee","Classic Checking","",""
"7/11/2012","ATM Fee","ATM Fee ATM Bnp Perpignan PerATM Fee ATM Bnp Perpignan Perpignan Fr","3.00","debit","ATM Fee","Classic Checking","",""
"7/10/2012","Safeway","SAFEWAY  STORE  2323LA JOLLAGROCERY STORE 320121920065711370","12.63","debit","Groceries","Delta SkyMiles","",""
"7/10/2012","Bare Back Grill","BARE BACK GRILL     San Diego85180892191 858-274-7117 320121920065711371","26.69","debit","Restaurants","Delta SkyMiles","",""
"7/09/2012","Underbelly","UNDERBELLY          SAN DIEGO69990095    619-269-4626 320121910053246629","27.63","debit","Uncategorized","Delta SkyMiles","",""
"7/09/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00061750    DRUG STORE/PHARMACY 320121910053246631","14.00","debit","Pharmacy","Delta SkyMiles","",""
"7/09/2012","Twx Kju Cooklght","TWX*84KJU1*COOKLGHT MAGAZINE OR6941620A-00877-850-3219     10019 320121910053246628","17.00","debit","Newspapers & Magazines","Delta SkyMiles","",""
"7/09/2012","Vons Fuel","VONS FUEL         46SAN DIEGOAUTO FUEL DISPENSER 320121910053246630","57.09","debit","Gas & Fuel","Delta SkyMiles","",""
"7/08/2012","Deposit ATM ATM","Deposit at ATM #008118 ATM SaDeposit at ATM #008118 ATM San Diego County Cu D029-1650a Garnet","508.23","credit","Income","Classic Checking","",""
"7/08/2012","Deposit ATM ATM","Deposit at ATM #008119 ATM SaDeposit at ATM #008119 ATM San Diego County Cu D029-1650a Garnet","1054.00","credit","Income","Classic Checking","",""
"7/08/2012","Pharmacies","Pharmacie Loge 66perpignan Fr<brPharmacie Loge 66perpignan Fr Date 07/05/12 1      2187628622     4 5912","29.52","debit","Pharmacy","Visa Platinum","",""
"7/08/2012","Advance International Servicadvance","Advance  International ServicAdvance  International Service Assessment Fee Date 07/05/12","0.59","debit","Fees & Charges","Visa Platinum","",""
"7/07/2012","Tio Leo Del","TIO LEO'S DEL MAR   SAN DIEGO000102      RESTAURANT 320121890029819629","53.76","debit","Restaurants","Delta SkyMiles","",""
"7/06/2012","Air Ticket","AA AIR TICKET SALE 4DALLAS00123695033 AA.COM 320121880016615591","309.60","debit","Travel","Delta SkyMiles","",""
"7/06/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00031100    DRUG STORE/PHARMACY 320121880016615589","14.00","debit","Pharmacy","Delta SkyMiles","",""
"7/06/2012","Travel Insurance Polrichmond","TRAVEL INSURANCE POLRICHMOND12930872    800-729-6021 320121880016615590","19.35","debit","Financial","Delta SkyMiles","",""
"7/06/2012","Taste","Taste Of Lebanon San Diego Ca<brTaste Of Lebanon San Diego Ca Date 07/05/12 0      2187879850     6 5814","11.43","debit","Food & Dining","Visa Platinum","",""
"7/05/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00030837    DRUG STORE/PHARMACY 320121870005511756","92.93","debit","Pharmacy","Delta SkyMiles","",""
"7/05/2012","Ralphs","RALPHS #0108 00000013108844272999999921863108844272 320121870005511757","16.84","debit","Groceries","Delta SkyMiles","",""
"7/05/2012","Withdrawal ATM Atmwithdrawal","Withdrawal at ATM #003602 ATMWithdrawal at ATM #003602 ATM San Diego County Cu D028-1650a Garnet","100.00","debit","Cash & ATM","Classic Checking","",""
"7/04/2012","Trader Joe's","TRADER JOE'S #020  QLAJOLLA0908759     626-599-3700 320121860493335541","33.12","debit","Groceries","Delta SkyMiles","",""
"7/04/2012","Daphnes","DAPHNES LA JOLLA 102LA JOLLA8586236940 320121860493335542","9.69","debit","Fast Food","Delta SkyMiles","",""
"7/04/2012","Rubio's","RUBIO'S LA JOLLA #25LA JOLLA000044411   6195469377 320121860493335543","7.84","debit","Fast Food","Delta SkyMiles","",""
"7/03/2012","Whole Foods","WHOLEFDS LAJ 10066 08586426700042201120018586426700 320121850478996690","4.31","debit","Groceries","Delta SkyMiles","",""
"7/03/2012","Surf","SURF & POST CENTER  858-272-865685280002184858-272-8656 320121850478996692","50.00","debit","Sporting Goods","Delta SkyMiles","",""
"7/03/2012","CVS","GARFIELD BEACH CVS 9LA JOLLA00198292    DRUG STORE/PHARMACY 320121850478996691","13.46","debit","Pharmacy","Delta SkyMiles","",""
"7/02/2012","Carrefour Fr Fra","CARREFOUR,FR240,FRA0PERPIGNAN C05716802000 468644242 320121840471551865","67.47","debit","Uncategorized","Delta SkyMiles","",""
"7/02/2012","Foreign Transaction Fee","FOREIGN TRANSACTION FEECARREFOUR,FR240,FRA0PERPIGNAN CLAIRA    PY 820121840471551865","1.82","debit","Service Fee","Delta SkyMiles","",""
"7/02/2012","KFC","KFC C191011   150276SAN DIEGO050149975   858-2744049 320121840464758475","5.92","debit","Fast Food","Delta SkyMiles","",""
"7/02/2012","Check 2249","Check Withdrawal 2249","150.00","debit","Hair","Classic Checking","",""
"7/01/2012","Subway","SUBWAY        348901LA JOLLA000548174   858-4592300 320121830453284989","5.39","debit","Fast Food","Delta SkyMiles","",""
"7/01/2012","AT&T Wireless","ATTM*337041041933PACFARMERS BRA14005905    800-331-0500 320121830453284991","155.87","debit","Mobile Phone","Delta SkyMiles","",""
"7/01/2012","Five Guys","FIVE GUYS-CA #0547 5SAN DIEGO000577655   8582722105 320121830453284990","6.78","debit","Fast Food","Delta SkyMiles","",""
"7/01/2012","Transfer to 1st Td/1153 Agate St","Withdrawal To Loan 20","2870.94","debit","Credit Card Payment","Classic Checking","",""
"7/01/2012","Interestpayment Share Principal","INTERESTPayment From Share 90 Principal $474.52  Interest $2,396.42","2396.42","debit","Mortgage & Rent","1st Td/1153 Agate St","",""
"7/01/2012","Transfer from Classic Checking","Payment From Share 90 PrincipPayment From Share 90 Principal $474.52  Interest $2,396.42","2870.94","credit","Credit Card Payment","1st Td/1153 Agate St","",""
"6/30/2012","Deposit Apy Earneddeposit","Deposit 0.100% %% Apy EarnedDeposit 0.100% %% Apy Earned  0.10% 06/01/12 To 06/30/12 %% Apye Avg Daily Bal            2,837.24","0.23","credit","Income","Money Market Savings","",""
"6/30/2012","Deposit Apy Earneddeposit","Deposit 0.050% %% Apy EarnedDeposit 0.050% %% Apy Earned  0.05% 06/01/12 To 06/30/12 %% Apye Avg Daily Bal           33,685.02","1.38","credit","Income","Classic Checking","",""
"6/30/2012","Coffee Shop","Haprug Coffee Shop Gmb Rott Am IHaprug Coffee Shop Gmb Rott Am Inn Df Date 06/29/12 0      2181677644     6 5812","20.04","debit","Food & Dining","Visa Platinum","",""
"6/30/2012","Advance International Servicadvance","Advance  International ServicAdvance  International Service Assessment Fee Date 06/29/12","0.40","debit","Fees & Charges","Visa Platinum","",""
"6/30/2012","Oph Sd San","Oph Sd San Diego Ca Date 06/2Oph Sd San Diego Ca Date 06/28/12 0      2180314466     4 5812","15.89","debit","Uncategorized","Visa Platinum","",""
"6/30/2012","Foreign Transaction Fee","FOREIGN TRANSACTION FEEZARA  3491          TOULOUSE            HT 820121820440477537","3.71","debit","Service Fee","Delta SkyMiles","",""
"6/30/2012","US Airways","INFLIGHT US AIRWAYS INFLIGHT US12062820012INFLIGHT US AIRWAYS 320121820440477538","5.00","debit","Air Travel","Delta SkyMiles","",""
"6/30/2012","Zara Toulouse","ZARA  3491          TOULOUSE00829900000 0155788888 320121820440477537","137.45","debit","Clothing","Delta SkyMiles","",""
"6/30/2012","Interestinterest Interest","INTERESTInterest-INTEREST","1.80","credit","Interest Income","Complete Savings","",""
"6/29/2012","Rock Bottom Brewery","ROCK BOTTOM BREWERY LA JOLLA60019       8980 VILLA LA JOLLA D 320121810426890280","7.93","debit","Food & Dining","Delta SkyMiles","",""
"6/29/2012","Starbucks","STARBUCKS WTA 081533SAN DIEGO021474836   619-2315100 320121810426890279","5.33","debit","Coffee Shops","Delta SkyMiles","",""
"6/29/2012","C P K","C P K SAN     083208SAN DIEGO021474836   619-2315100 320121810426890278","8.61","debit","Uncategorized","Delta SkyMiles","",""
"6/29/2012","Sunstyle News","SUNSTYLE NEWS/086581SAN DIEGO021474836   619-2315100 320121810426890277","20.35","debit","Uncategorized","Delta SkyMiles","",""
"6/29/2012","McDonald's","MCDONALD'S F27436 00PHILADELPHI000049310   2154949380 320121810426890276","17.32","debit","Fast Food","Delta SkyMiles","",""
"6/29/2012","Deposit Systran Software","Deposit SYSTRAN SOFTWARE Id:Deposit SYSTRAN SOFTWARE Id: 9111111101  Co: Systran Software","3806.30","credit","Income","Classic Checking","",""
"6/29/2012","Pho La Jolla","Pho La Jolla La Jolla Ca DatePho La Jolla La Jolla Ca Date 06/28/12 0      2180989588     8 5814","15.00","debit","Restaurants","Visa Platinum","",""
"6/28/2012","Vons Fuel","VONS FUEL         46SAN DIEGOAUTO FUEL DISPENSER 320121800413041991","57.60","debit","Gas & Fuel","Delta SkyMiles","",""
"6/28/2012","CVS","GARFIELD BEACH CVS 9LA JOLLA00011318    DRUG STORE/PHARMACY 320121800413041990","13.46","debit","Pharmacy","Delta SkyMiles","",""
"6/28/2012","US Airways","US AIRWAYS          800-428-43203724762488 800-428-4322 320121800413041989","70.00","debit","Air Travel","Delta SkyMiles","",""
"6/27/2012","Scripps Clinic","SCRIPPS CLINIC TORRELA JOLLA083624795   585-554-8710 320121790399826537","20.00","debit","Doctor","Delta SkyMiles","",""
"6/27/2012","Sprouts Farmers Market","SPROUTS FARMERS MARKSAN DIEGO000065432   8582682400 320121790399826536","21.95","debit","Food & Dining","Delta SkyMiles","",""
"6/27/2012","Target","TARGET T2465 2465   SAN DIEGO00845011    DISCOUNT STORE 320121790399826535","73.16","debit","Shopping","Delta SkyMiles","",""
"6/27/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00086563    DRUG STORE/PHARMACY 320121790399826534","15.73","debit","Pharmacy","Delta SkyMiles","",""
"6/27/2012","Transfer to Visa Platinum","Withdrawal To Loan 72","49.58","debit","Credit Card Payment","Classic Checking","",""
"6/27/2012","Transfer from Classic Checking","Payment From Share 90 PrincipPayment From Share 90 Principal $49.58","49.58","credit","Credit Card Payment","Visa Platinum","",""
"6/26/2012","Victoria's Secret","VICTORIAS SECRET STRSAN DIEGO3057        (858) 452-7089 320121780386879817","47.41","debit","Clothing","Delta SkyMiles","",""
"6/26/2012","Iberia Cub Airline","IBERIA      CUB     MIAMI FL066419      AIRLINE/AIR CARRIER 320121780386879816","136.33","debit","Uncategorized","Delta SkyMiles","",""
"6/26/2012","Vons","VONS     Store  2116SAN DIEGOGROCERY STORE 320121780386879815","63.17","debit","Groceries","Delta SkyMiles","",""
"6/26/2012","Victoria's Secret","VICTORIAS SECRET STRSAN DIEGO3444        (858) 452-7089 320121780386879814","11.31","debit","Clothing","Delta SkyMiles","",""
"6/26/2012","Papa Lunas Empanadas","Papa Lunas Empanadas San Diego CPapa Lunas Empanadas San Diego Ca Date 06/23/12 0      2175232566     5 5812","12.39","debit","Uncategorized","Visa Platinum","",""
"6/25/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00069633    DRUG STORE/PHARMACY 320121770374207893","14.00","debit","Pharmacy","Delta SkyMiles","",""
"6/25/2012","Trader Joe's","TRADER JOE'S #021  QSAN DIEGO0422631     626-599-3700 320121770374207892","19.42","debit","Groceries","Delta SkyMiles","",""
"6/25/2012","Ichiban PB","ICHIBAN PB          858-270-575585353542176             USFC92109 320121770374207891","50.22","debit","Restaurants","Delta SkyMiles","",""
"6/25/2012","New York Times","NEW YORK TIMES      NEW YORK853606515   1-800-698-4637 320121770374207890","9.38","debit","Books","Delta SkyMiles","",""
"6/25/2012","YMCA","Withdrawal BR: 28 YMCA OF S IWithdrawal BR: 28 YMCA OF S Id: 1952039198  Co: Br: 28 Ymca Of S","70.00","debit","Gym","Classic Checking","",""
"6/24/2012","Ticketsocket","TICKETSOCKET INC    8886337105337027908   8886337105 320121760362517112","23.30","debit","Entertainment","Delta SkyMiles","",""
"6/24/2012","Beaumonts","BEAUMONT'S 069000066LA JOLLA457000073   8584590474 320121760362517114","132.87","debit","Restaurants","Delta SkyMiles","",""
"6/24/2012","Vons","VONS     Store  2116SAN DIEGOGROCERY STORE 320121760362517113","2.47","debit","Groceries","Delta SkyMiles","",""
"6/24/2012","Rica","Rica La Jolla Ca Date 06/21/1Rica La Jolla Ca Date 06/21/12 1      2173404712     3 5691","21.55","debit","Restaurants","Visa Platinum","",""
"6/24/2012","Oph Sd San","Oph Sd San Diego Ca Date 06/2Oph Sd San Diego Ca Date 06/22/12 0      2174564209     6 5812","24.19","debit","Uncategorized","Visa Platinum","",""
"6/23/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00085680    DRUG STORE/PHARMACY 320121750350374472","18.71","debit","Pharmacy","Delta SkyMiles","",""
"6/22/2012","Ross","ROSS STORES 00292 29LAJOLLA8987        MEN'S/WOMEN'S CLOTHNG 320121740337013560","43.09","debit","Clothing","Delta SkyMiles","",""
"6/22/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00036917    DRUG STORE/PHARMACY 320121740337013558","5.48","debit","Pharmacy","Delta SkyMiles","",""
"6/22/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00085280    DRUG STORE/PHARMACY 320121740337013559","10.40","debit","Pharmacy","Delta SkyMiles","",""
"6/22/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00036755    DRUG STORE/PHARMACY 320121740337013561","33.04","debit","Pharmacy","Delta SkyMiles","",""
"6/22/2012","Dumpling Inn","Dumpling Inn San Diego Ca DatDumpling Inn San Diego Ca Date 06/20/12 0      2172433347     3 5812","22.00","debit","Restaurants","Visa Platinum","",""
"6/21/2012","Albertsons","#06788 ALBERTSONS 00PACIFIC BEA000019217   8584880600 320121730324041407","18.40","debit","Groceries","Delta SkyMiles","",""
"6/21/2012","Gone Bananas Beachwear","GONE BANANAS BEACHWESAN DIEGO001000043 0 8584884900 320121730324041406","75.43","debit","Clothing","Delta SkyMiles","",""
"6/21/2012","Wantickets Llc Il","Wantickets Llc 323-785-6300 Il<bWantickets Llc 323-785-6300 Il Date 06/19/12 0      2171291917     4 7922","39.55","debit","Entertainment","Visa Platinum","",""
"6/20/2012","Mac","MAC #3702           SAN DIEGO017244645   619-296-9955 320121720310648181","21.55","debit","Clothing","Delta SkyMiles","",""
"6/20/2012","Vons Fuel","VONS FUEL         46SAN DIEGOAUTO FUEL DISPENSER 320121720310648177","52.84","debit","Gas & Fuel","Delta SkyMiles","",""
"6/20/2012","Forever 21","FOREVER 21 #3540 249SAN DIEGO00244981    800-966-1355 320121720310648176","23.38","debit","Clothing","Delta SkyMiles","",""
"6/20/2012","Sephora","SEPHORA 36          SAN DIEGO00360006012 COSMETIC STORE 320121720310648182","19.40","debit","Clothing","Delta SkyMiles","",""
"6/20/2012","Household Appliance Svc","NESPRESSO USA INC   SAN DIEGO543798      HOUSEHOLD APPLIANCES 320121720310648178","72.00","debit","Furnishings","Delta SkyMiles","",""
"6/20/2012","Trader Joe's","TRADER JOE'S #021  QSAN DIEGO0337114     626-599-3700 320121720310648180","33.41","debit","Groceries","Delta SkyMiles","",""
"6/20/2012","Sprouts Farmers Market","SPROUTS FARMERS MARKSAN DIEGO000056533   8582708200 320121720310648179","7.42","debit","Food & Dining","Delta SkyMiles","",""
"6/19/2012","Albertsons","#06788 ALBERTSONS 00PACIFIC BEA000045181   8584880600 320121710297457126","34.05","debit","Groceries","Delta SkyMiles","",""
"6/19/2012","Polo Ralph Lauren","Polo Ralph Lauren 00Carlsbad00482814    Polo Ralph Lauren 320121710297457127","67.87","debit","Clothing","Delta SkyMiles","",""
"6/19/2012","Urban Outfitters","URBANOUTFITTERS 138 PACIFIC BEA8582733942 320121710297457125","99.13","debit","Clothing","Delta SkyMiles","",""
"6/19/2012","Check 2264","Check Withdrawal 2264","475.00","debit","Check","Classic Checking","",""
"6/18/2012","7-Eleven","7-ELEVEN 13603 00071SAN DIEGO360430618 7 858-483-1394 320121700285215857","6.47","debit","Newspapers & Magazines","Delta SkyMiles","",""
"6/18/2012","Gaijin Noodle Sa","GAIJIN NOODLE AND SASAN DIEGO128000024   8583369377 320121700285215860","76.81","debit","Uncategorized","Delta SkyMiles","",""
"6/18/2012","Vons Fuel","VONS FUEL         46SAN DIEGOAUTO FUEL DISPENSER 320121700285215859","57.45","debit","Gas & Fuel","Delta SkyMiles","",""
"6/18/2012","French Gourmet","THE FRENCH GOURMET BSAN DIEGO10156420120 8584881725 320121700285215858","4.50","debit","Restaurants","Delta SkyMiles","",""
"6/17/2012","Health Magazine","TWX*84KJU1*HEALTH   MAGAZINE OR2613702A-00877-850-3220     10019 320121690272927346","15.50","debit","Doctor","Delta SkyMiles","",""
"6/17/2012","Withdrawal ATM Atmwithdrawal","Withdrawal at ATM #003531 ATMWithdrawal at ATM #003531 ATM San Diego County Cu D029-1650a Garnet","200.00","debit","Cash & ATM","Classic Checking","",""
"6/17/2012","Dumpling Inn","Dumpling Inn San Diego Ca DatDumpling Inn San Diego Ca Date 06/14/12 1      2166973600     4 5812","20.08","debit","Restaurants","Visa Platinum","",""
"6/16/2012","Vons","VONS     Store  2116SAN DIEGOGROCERY STORE 320121680260529844","81.92","debit","Groceries","Delta SkyMiles","",""
"6/16/2012","La Jolla","LA JOLLA STEAK PLACESAN DIEGO10006       4282 ESPLANADE COURT 320121680260529845","48.11","debit","Food & Dining","Delta SkyMiles","",""
"6/16/2012","CVS","GARFIELD BEACH CVS 9PACIFIC BEA00035283    DRUG STORE/PHARMACY 320121680260529843","24.54","debit","Pharmacy","Delta SkyMiles","",""
"6/16/2012","Albertsons","#06788 ALBERTSONS 00PACIFIC BEA000038683   8584880600 320121680260529842","22.25","debit","Groceries","Delta SkyMiles","",""
"6/15/2012","Amazon","AMAZON.COM          AMZN.COM/BIV7ANMRVH0FI MERCHANDISE 320121670246456644","28.95","debit","Shopping","Delta SkyMiles","",""
"6/15/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIY253LZ639CM MERCHANDISE 320121670246456643","79.00","debit","Shopping","Delta SkyMiles","",""
"6/15/2012","Marshalls","MARSHALLS #0481 00008886277425048100366208886277425 320121670246456642","8.61","debit","Clothing","Delta SkyMiles","",""
"6/15/2012","Deposit Systran Software","Deposit SYSTRAN SOFTWARE Id:Deposit SYSTRAN SOFTWARE Id: 9111111101  Co: Systran Software","3806.30","credit","Income","Classic Checking","",""
"6/15/2012","Transfer to Delta SkyMiles","Withdrawal AMEX EPayment Id:Withdrawal AMEX EPayment Id: 0005000040  Co: Amex Epayment","7391.27","debit","Credit Card Payment","Classic Checking","",""
"6/14/2012","Marshalls","MARSHALLS #0725 00008886277425072500801398886277425 320121660232317166","41.99","debit","Clothing","Delta SkyMiles","",""
"6/14/2012","Target","TARGET T2465 2465   SAN DIEGO00841032    DISCOUNT STORE 320121660239551547","116.85","debit","Shopping","Delta SkyMiles","",""
"6/14/2012","Gap","GAP #0308/THE GAP #0SAN DIEGO03080001473 MEN'S/WOMEN'S CLOTHNG 320121660232317167","37.70","debit","Clothing","Delta SkyMiles","",""
"6/14/2012","7-Eleven","7-ELEVEN 13603 00071SAN DIEGO180460614 7 858-483-1394 320121660232317165","6.67","debit","Newspapers & Magazines","Delta SkyMiles","",""
"6/14/2012","Transfer from Classic Checking","AUTOPAY PAYMENT - THANK YOU 320121660232317169","7391.27","credit","Credit Card Payment","Delta SkyMiles","",""
"6/14/2012","Home Depot","THE HOME DEPOT 680  SAN DIEGO016651991   619-277-8910 320121660232317170","52.25","debit","Home Improvement","Delta SkyMiles","",""
"6/14/2012","H&M","H&M #162 FASHION VALSAN DIEGO07049096    201-246-4400 320121660232317168","10.72","debit","Clothing","Delta SkyMiles","",""
"6/13/2012","Pink Zone","PINK ZONE           858-273-880984223692165858-273-8809 320121650226258009","33.13","debit","Clothing","Delta SkyMiles","",""
"6/13/2012","Sprouts Farmers Market","SPROUTS FARMERS MARKSAN DIEGO000055258   8582708200 320121650218788649","10.05","debit","Food & Dining","Delta SkyMiles","",""
"6/13/2012","AT&T","BILL PAYMENT        800-288-202NLY83LB7EPA AT&T EZC PMT 320121650226258010","237.03","debit","Home Phone","Delta SkyMiles","",""
"6/13/2012","Trader Joe's","TRADER JOE'S #021  QSAN DIEGO0823521     626-599-3700 320121650218788648","40.77","debit","Groceries","Delta SkyMiles","",""
"6/13/2012","San Diego Gas And Electric","Withdrawal SD GAS ELEC Id: 59Withdrawal SD GAS ELEC Id: 5951184800  Co: Sd Gas Elec","141.35","debit","Utilities","Classic Checking","",""
"6/12/2012","Trader Joe's","TRADER JOE'S #020  QLAJOLLA0332506     626-599-3700 320121640205497080","16.25","debit","Groceries","Delta SkyMiles","",""
